Severity,Source_File_Name,Source_Location,Issue,Recommended_Action
REVIEW,03 - RISE - Rent Roll-5.pdf,Rent Roll PDF,PDF rows were extracted heuristically; wrapped names and split leases can require review.,Review rent_roll_unit_monthly.csv before production load.
