Report_Month,Community_ID,Community_Name,Region,Market,Asset_Type,PMS_Property_Code,Total_Units,Occupied_Units,Leased_Units,Preleased_Units,Vacant_Units,Physical_Occupancy_%,Leased_%,Economic_Occupancy_%,Avg_Market_Rent,Actual_Rent,Concessions_$,Delinquency_$,Gross_Potential_Rent_$,Collected_Rent_$,Other_Income_$,Operating_Expenses_$,NOI_$,Traffic,Leads,Tours,Applications,Approved_Applications,Move_Ins,Move_Outs,Renewals_Sent,Renewals_Signed,Reviews_Count,Avg_Review_Rating,Open_Work_Orders,Completed_Work_Orders,Period_Status,Source_System,Source_File_Name,Agent_Notes,Last_Updated,Row_Status,Error_Detail
2026-06-01,GKP,Glen Kernan Park,Florida,Jacksonville,Lease-Up,GKP,308,50,,,258,0.1623,,,,,,,,,,,,,,,,,3,1,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-06-01,NOC,Nocatee,Florida,Jacksonville,Lease-Up,NOCATEE,178,120,,,58,0.6742,,,,,,,,,,,,,,,,,6,0,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-06-01,SER,Sereno,Florida,Jacksonville,Multifamily,SERENO,320,276,,,44,0.8625,,,,,,,,,,,,,,,,,6,7,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-06-01,STA,St. Augustine,Florida,St. Augustine,Lease-Up,STAUGUSTINE,272,3,,,269,0.011,,,,,,,,,,,,,,,,,0,0,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Community is not in the current Atlas Community_Master.; Missing required monthly field(s): Leased_Units
2026-06-01,VIE,Viera,Florida,Space Coast,Lease-Up,VIERA,166,97,,,69,0.5843,,,,,,,,,,,,,,,,,7,2,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-07-01,BAR,Bartram,Florida,Jacksonville,Multifamily,BARTRAM,297,268,,,29,0.9024,,,,,,,,,,,,,,,,,2,3,22,11,,,,,Actual,Renewal Tracker; Trending Occupancy,RISE - Trending Occupancy-4.csv; Renewal_Management_Tool_RBP.xlsx,"Renewals_Sent uses count of valid renewal tracker rows. | Transfer rows=1; NTV rows=1 retained in renewal detail table. | Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-07-01,BAY,Baymeadows,Florida,Jacksonville,Lease-Up,BAYMEADOWS,331,246,,,85,0.7432,,,,,,,,,,,,,,,,,0,1,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-07-01,CIT,Citrus Ridge,Florida,Central Florida,Lease-Up,CITRIDGE,222,175,,,47,0.7883,,,,,,,,,,,,,,,,,4,4,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-07-01,DOR,Doro,Florida,Jacksonville,Multifamily,DORO,247,38,,,209,0.1538,,,,,,,,,,,,,,,,,2,0,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-07-01,FLO,Florence Villa,Florida,Central Florida,Lease-Up,FLOVILLA,224,203,,,21,0.9062,,,,,,,,,,,,,,,,,5,1,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-07-01,GKP,Glen Kernan Park,Florida,Jacksonville,Lease-Up,GKP,308,54,,,254,0.1753,,,,,,,,,,,,,,,,,4,0,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-07-01,NOC,Nocatee,Florida,Jacksonville,Lease-Up,NOCATEE,178,121,,,57,0.6798,,,,,,,,,,,,,,,,,1,0,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-07-01,SER,Sereno,Florida,Jacksonville,Multifamily,SERENO,320,276,,,44,0.8625,,,,,,,,,,,,,,,,,4,4,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-07-01,STA,St. Augustine,Florida,St. Augustine,Lease-Up,STAUGUSTINE,272,4,,,268,0.0147,,,,,,,,,,,,,,,,,1,0,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Community is not in the current Atlas Community_Master.; Missing required monthly field(s): Leased_Units
2026-07-01,VIE,Viera,Florida,Space Coast,Lease-Up,VIERA,166,96,,,70,0.5783,,,,,,,,,,,,,,,,,1,2,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-08-01,BAR,Bartram,Florida,Jacksonville,Multifamily,BARTRAM,297,268,,,29,0.9024,,,,,,,,,,,,,,,,,0,0,21,0,,,,,Actual,Renewal Tracker; Trending Occupancy,RISE - Trending Occupancy-4.csv; Renewal_Management_Tool_RBP.xlsx,"Renewals_Sent uses count of valid renewal tracker rows. | Transfer rows=0; NTV rows=0 retained in renewal detail table. | Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-08-01,BAY,Baymeadows,Florida,Jacksonville,Lease-Up,BAYMEADOWS,331,246,,,85,0.7432,,,,,,,,,,,,,,,,,0,0,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-08-01,CIT,Citrus Ridge,Florida,Central Florida,Lease-Up,CITRIDGE,222,175,,,47,0.7883,,,,,,,,,,,,,,,,,0,0,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-08-01,DOR,Doro,Florida,Jacksonville,Multifamily,DORO,247,38,,,209,0.1538,,,,,,,,,,,,,,,,,0,0,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-08-01,FLO,Florence Villa,Florida,Central Florida,Lease-Up,FLOVILLA,224,203,,,21,0.9062,,,,,,,,,,,,,,,,,0,0,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-08-01,GKP,Glen Kernan Park,Florida,Jacksonville,Lease-Up,GKP,308,54,,,254,0.1753,,,,,,,,,,,,,,,,,0,0,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-08-01,NOC,Nocatee,Florida,Jacksonville,Lease-Up,NOCATEE,178,120,,,58,0.6742,,,,,,,,,,,,,,,,,1,2,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-08-01,SER,Sereno,Florida,Jacksonville,Multifamily,SERENO,320,275,,,45,0.8594,,,,,,,,,,,,,,,,,0,1,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Missing required monthly field(s): Leased_Units
2026-08-01,STA,St. Augustine,Florida,St. Augustine,Lease-Up,STAUGUSTINE,272,4,,,268,0.0147,,,,,,,,,,,,,,,,,0,0,,,,,,,Actual,Trending Occupancy,RISE - Trending Occupancy-4.csv,"Trending Occupancy supplies multi-month occupancy, move-ins, and move-outs when Box Score is not present.",2026-04-30,REVIEW,Community is not in the current Atlas Community_Master.; Missing required monthly field(s): Leased_Units
