Severity,Source_File_Name,Source_Location,Issue,Recommended_Action
REVIEW,02 - RISE - Box Score-11.xlsx,Rise St. Augustine,"RISE St. Augustine maps to STA, which is not in the current Atlas Community_Master.",Add this community to Community_Master or exclude it from production load.
