property,month,occupied,leased,move_outs,move_ins,guest_cards,walk_in,off_site_event,phone_calls,emails_online,text_chat_other,tours,applications,applications_approved,denied,cancelled,pending_decision,leases_signed,budget_occ,market_rent,budget_rent,budget_ner,rent_roll_total,concessions,ner,renewal_expirations,renewals_signed,renewal_ntvs,renewal_transfers,renewal_undecided,renewal_early_termination
St Augustine,May 2026,2,6,0,0,12,0,0,7,5,0,4,3,3,0,1,0,0,,2856.4,,,776940.8,,2500,,,,,,
